country,product_name,product_type,price_before_USD,price_after_USD,tariff_pct,date,units_sold_before,units_sold_after,latitude,longitude,Price_Delta_Pct,Volume_Delta_Pct,Price_Elasticity_of_Demand,Revenue_Before,Revenue_After,Revenue_Loss,Volume_Driven_Revenue_Loss,GDP_Trillions,CPI_Pct,Trade_List_Status,Year
South Korea,Footwear,Apparel,101.67,146.82,44.41,2018-07-04,1125,948,-38.363029924112446,85.55194943822733,0.44408380053113006,-0.15733333333333333,-0.35428748615725364,114378.75,139185.36,-24806.609999999986,25987.14,1.6,3.6,Standard,2018
South Korea,Furniture,Furniture,623.48,699.98,12.27,2018-08-07,1981,991,-38.363029924112446,85.55194943822733,0.12269840251491627,-0.49974760222110043,-4.072975621343944,1235113.8800000001,693680.18,541433.7000000001,692980.2000000001,1.6,3.6,Standard,2018
Canada,Jeans,Apparel,75.35,108.89,44.51,2018-06-11,275,228,-17.717029441216305,-46.61256558641988,0.44512276045122773,-0.1709090909090909,-0.3839594514013117,20721.25,24826.920000000002,-4105.670000000002,5117.83,2.1,3.9,Standard,2018
China,Footwear,Apparel,49.72,65.78,32.3,2018-06-28,1204,1011,-31.851729923313933,46.25633471413238,0.3230088495575222,-0.16029900332225913,-0.49626814727165147,59862.88,66503.58,-6640.700000000004,12695.54,17.9,2.1,Section 301,2018
France,Coffee,Food,35.23,40.92,16.16,2018-06-09,792,403,9.335565144317748,-87.5245305030312,0.1615100766392281,-0.4911616161616162,-3.0410586533169983,27902.159999999996,16490.760000000002,11411.399999999994,15917.880000000001,2.7,5.2,Standard,2018
South Korea,Coffee,Food,36.85,44.17,19.87,2018-08-05,587,367,-38.363029924112446,85.55194943822733,0.19864314789687923,-0.3747870528109029,-1.8867353683171821,21630.95,16210.390000000001,5420.5599999999995,9717.4,1.6,3.6,Standard,2018
Japan,Coffee,Food,44.71,55.14,23.32,2018-06-13,298,237,12.221735215463902,-32.28891210397096,0.23328114515768283,-0.20469798657718122,-0.8774733441865554,13323.58,13068.18,255.39999999999964,3363.54,4.2,3.3,Standard,2018
Canada,Video Game Console,Electronics,675.54,930.69,37.77,2018-06-14,609,357,-17.717029441216305,-46.61256558641988,0.37769784172661885,-0.41379310344827586,-1.0955665024630536,411403.86,332256.33,79147.52999999997,234533.88,2.1,3.9,Potential Section 232/Tech Restrictions,2018
South Korea,Jeans,Apparel,33.57,48.18,43.52,2018-06-13,203,161,-38.363029924112446,85.55194943822733,0.4352100089365505,-0.20689655172413793,-0.47539474615874816,6814.71,7756.98,-942.2699999999995,2023.56,1.6,3.6,Standard,2018
South Korea,Electronic Components,Electronics,120.66,173.64,43.91,2018-06-08,437,293,-38.363029924112446,85.55194943822733,0.4390850323222277,-0.3295194508009153,-0.7504684207934778,52728.42,50876.52,1851.9000000000015,25004.159999999996,1.6,3.6,Potential Section 232/Tech Restrictions,2018
UK,Olive Oil,Food,17.84,24.04,34.78,2018-08-02,417,244,15.501998979134283,73.62923714582465,0.34753363228699546,-0.4148681055155875,-1.1937495165158196,7439.28,5865.76,1573.5199999999995,4158.92,3.0,6.8,Standard,2018
Brazil,Smartphone,Electronics,910.85,1305.89,43.37,2018-06-21,216,201,-27.20145687116381,-12.135257724002855,0.43370478124828465,-0.06944444444444445,-0.16011915811619637,196743.6,262483.89,-65740.29000000001,19588.350000000002,1.9,4.1,Potential Section 232/Tech Restrictions,2018
China,Electronic Components,Electronics,360.15,418.06,16.08,2018-08-16,181,140,-31.851729923313933,46.25633471413238,0.16079411356379295,-0.2265193370165746,-1.4087539151531565,65187.149999999994,58528.4,6658.749999999993,17140.46,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
UK,Tablet,Electronics,917.14,1126.34,22.81,2018-08-25,1421,902,15.501998979134283,73.62923714582465,0.22810039906666368,-0.36523574947220266,-1.601206095941377,1303255.94,1015958.6799999999,287297.26,584570.46,3.0,6.8,Potential Section 232/Tech Restrictions,2018
Canada,Furniture,Furniture,202.57,232.12,14.59,2018-07-04,371,341,-17.717029441216305,-46.61256558641988,0.14587549982722028,-0.08086253369272237,-0.5543256666712272,75153.47,79152.92,-3999.449999999997,6963.6,2.1,3.9,Standard,2018
China,Furniture,Furniture,1477.39,2087.85,41.32,2018-08-07,116,92,-31.851729923313933,46.25633471413238,0.4132016596836311,-0.20689655172413793,-0.5007156841590346,171377.24000000002,192082.19999999998,-20704.959999999963,50108.399999999994,17.9,2.1,Section 301,2018
South Korea,Olive Oil,Food,44.52,49.86,12.0,2018-07-07,1338,795,-38.363029924112446,85.55194943822733,0.11994609164420476,-0.40582959641255606,-3.3834332644732226,59567.76,39638.7,19929.060000000005,27073.98,1.6,3.6,Standard,2018
Canada,Coffee,Food,27.74,37.04,33.54,2018-07-06,190,95,-17.717029441216305,-46.61256558641988,0.3352559480894016,-0.5,-1.4913978494623654,5270.599999999999,3518.7999999999997,1751.7999999999997,3518.7999999999997,2.1,3.9,Standard,2018
Germany,Tablet,Electronics,1471.72,2171.23,47.53,2018-08-28,1951,1106,-32.616102670496794,19.00264584284548,0.4753010083439785,-0.43311122501281396,-0.911235653637344,2871325.72,2401380.38,469945.3400000003,1834689.35,4.0,5.9,Potential Section 232/Tech Restrictions,2018
USA,Electronic Components,Electronics,616.9,917.64,48.75,2018-06-06,1940,1282,-38.156818103928615,-6.637310389189423,0.48750202626033395,-0.3391752577319588,-0.6957412266238124,1196786.0,1176414.48,20371.52000000002,603807.12,25.4,3.2,Potential Section 232/Tech Restrictions,2018
Australia,Coffee,Food,30.19,44.28,46.66,2018-07-01,1870,1071,4.546442998351907,-40.13319234999118,0.4667108314011262,-0.42727272727272725,-0.9154977740499387,56455.3,47423.880000000005,9031.419999999998,35379.72,1.7,5.6,Standard,2018
Germany,Furniture,Furniture,1037.87,1433.09,38.08,2018-07-02,646,369,-32.616102670496794,19.00264584284548,0.38079913669342025,-0.42879256965944273,-1.1260334605345017,670464.0199999999,528810.21,141653.80999999994,396965.93,4.0,5.9,Standard,2018
France,Laptop,Electronics,635.56,901.99,41.92,2018-06-30,556,283,9.335565144317748,-87.5245305030312,0.4192051104537732,-0.4910071942446043,-1.1712815087418857,353371.36,255263.17,98108.18999999997,246243.27,2.7,5.2,Potential Section 232/Tech Restrictions,2018
Brazil,Video Game Console,Electronics,559.57,834.6,49.15,2018-08-08,778,717,-27.20145687116381,-12.135257724002855,0.4915024036313597,-0.07840616966580977,-0.15952347147546514,435345.46,598408.2000000001,-163062.74000000005,50910.6,1.9,4.1,Potential Section 232/Tech Restrictions,2018
China,Furniture,Furniture,708.39,976.02,37.78,2018-07-11,993,767,-31.851729923313933,46.25633471413238,0.37780036420615765,-0.22759315206445116,-0.6024164443109388,703431.27,748607.34,-45176.06999999995,220580.52,17.9,2.1,Section 301,2018
South Korea,Laptop,Electronics,639.27,826.13,29.23,2018-09-01,1619,1346,-38.363029924112446,85.55194943822733,0.29230215714799695,-0.1686226065472514,-0.5768777356708841,1034978.13,1111970.98,-76992.84999999998,225533.49,1.6,3.6,Potential Section 232/Tech Restrictions,2018
Brazil,Refrigerator,Appliances,1359.36,1977.87,45.5,2018-08-04,733,586,-27.20145687116381,-12.135257724002855,0.4550008827683616,-0.20054570259208732,-0.4407589307781278,996410.8799999999,1159031.8199999998,-162620.93999999994,290746.88999999996,1.9,4.1,Standard,2018
Canada,Video Game Console,Electronics,1076.09,1214.15,12.83,2018-08-12,716,488,-17.717029441216305,-46.61256558641988,0.12829781895566372,-0.31843575418994413,-2.4820044236292667,770480.44,592505.2000000001,177975.23999999987,276826.2,2.1,3.9,Potential Section 232/Tech Restrictions,2018
USA,Olive Oil,Food,31.1,35.65,14.62,2018-07-31,1725,1562,-38.156818103928615,-6.637310389189423,0.14630225080385842,-0.0944927536231884,-0.6458735467431124,53647.5,55685.299999999996,-2037.7999999999956,5810.95,25.4,3.2,Standard,2018
France,Car,Automobiles,14932.52,17257.51,15.57,2018-07-10,560,483,9.335565144317748,-87.5245305030312,0.155699774719873,-0.1375,-0.8831098198271828,8362211.2,8335377.329999999,26833.870000001043,1328828.2699999998,2.7,5.2,Potential Section 232/Tech Restrictions,2018
Germany,Smartphone,Electronics,164.7,215.61,30.91,2018-08-31,1526,1026,-32.616102670496794,19.00264584284548,0.30910746812386175,-0.32765399737876805,-1.0600002625865854,251332.19999999998,221215.86000000002,30116.339999999967,107805.0,4.0,5.9,Potential Section 232/Tech Restrictions,2018
UK,Coffee,Food,45.17,51.88,14.85,2018-08-29,1160,822,15.501998979134283,73.62923714582465,0.14854992251494356,-0.2913793103448276,-1.9614908268667455,52397.200000000004,42645.36,9751.840000000004,17535.440000000002,3.0,6.8,Standard,2018
South Korea,Coffee,Food,11.0,13.12,19.28,2018-07-27,1354,1173,-38.363029924112446,85.55194943822733,0.19272727272727266,-0.13367799113737075,-0.6936122181656031,14894.0,15389.759999999998,-495.7599999999984,2374.72,1.6,3.6,Standard,2018
South Korea,Video Game Console,Electronics,1262.8,1466.49,16.13,2018-08-21,667,563,-38.363029924112446,85.55194943822733,0.16130028508077293,-0.15592203898050974,-0.9666569336962425,842287.6,825633.87,16653.72999999998,152514.96,1.6,3.6,Potential Section 232/Tech Restrictions,2018
South Korea,Jeans,Apparel,68.91,89.11,29.31,2018-06-18,408,246,-38.363029924112446,85.55194943822733,0.2931359744594399,-0.39705882352941174,-1.3545209668025624,28115.28,21921.06,6194.2199999999975,14435.82,1.6,3.6,Standard,2018
France,Car,Automobiles,7248.01,8981.01,23.91,2018-08-14,1524,775,9.335565144317748,-87.5245305030312,0.2391001116168438,-0.4914698162729659,-2.055498062922458,11045967.24,6960282.75,4085684.49,6726776.49,2.7,5.2,Potential Section 232/Tech Restrictions,2018
India,Video Game Console,Electronics,767.77,992.11,29.22,2018-08-09,1738,1340,-28.32847492028605,-2.5918902870641745,0.2921968818786877,-0.2289988492520138,-0.7837142127583961,1334384.26,1329427.4,4956.860000000102,394859.78,3.4,4.5,Potential Section 232/Tech Restrictions,2018
Brazil,Jeans,Apparel,142.25,159.93,12.43,2018-07-30,1983,1105,-27.20145687116381,-12.135257724002855,0.12428822495606331,-0.4427634896621281,-3.562392896178603,282081.75,176722.65,105359.1,140418.54,1.9,4.1,Standard,2018
India,Car Parts,Automobiles,18790.71,23634.96,25.78,2018-06-07,632,423,-28.32847492028605,-2.5918902870641745,0.25780026406665846,-0.33069620253164556,-1.2827613025490876,11875728.719999999,9997588.08,1878140.6399999987,4939706.64,3.4,4.5,Potential Section 232/Tech Restrictions,2018
Brazil,Jeans,Apparel,169.75,184.5,8.69,2018-06-03,1634,1213,-27.20145687116381,-12.135257724002855,0.08689248895434462,-0.2576499388004896,-2.9651577702632617,277371.5,223798.5,53573.0,77674.5,1.9,4.1,Standard,2018
Canada,Coffee,Food,34.33,36.36,5.92,2018-06-20,588,327,-17.717029441216305,-46.61256558641988,0.059131954558695056,-0.44387755102040816,-7.506559766763844,20186.039999999997,11889.72,8296.319999999998,9489.96,2.1,3.9,Standard,2018
Australia,Laptop,Electronics,889.56,1233.46,38.66,2018-06-15,1692,1469,4.546442998351907,-40.13319234999118,0.3865956203066686,-0.1317966903073286,-0.3409161495486688,1505135.52,1811952.74,-306817.22,275061.58,1.7,5.6,Potential Section 232/Tech Restrictions,2018
Mexico,Laptop,Electronics,910.16,1036.85,13.92,2018-08-15,1514,1322,1.2588385185624986,28.361915433182105,0.1391953063197679,-0.12681638044914134,-0.91106793614011,1377982.24,1370715.7,7266.540000000037,199075.19999999998,1.4,4.6,Potential Section 232/Tech Restrictions,2018
Brazil,Laptop,Electronics,1076.07,1149.78,6.85,2018-08-08,977,779,-27.20145687116381,-12.135257724002855,0.06849926120047956,-0.20266120777891505,-2.9585896873512008,1051320.39,895678.62,155641.7699999999,227656.44,1.9,4.1,Potential Section 232/Tech Restrictions,2018
China,Car Parts,Automobiles,5442.83,7898.63,45.12,2018-07-29,1548,880,-31.851729923313933,46.25633471413238,0.45119910046795514,-0.4315245478036176,-0.9563949647862056,8425500.84,6950794.4,1474706.4399999995,5276284.84,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
Germany,Washing Machine,Appliances,1863.35,2648.94,42.16,2018-08-15,649,418,-32.616102670496794,19.00264584284548,0.4216008801352404,-0.3559322033898305,-0.8442397066999842,1209314.15,1107256.92,102057.22999999998,611905.14,4.0,5.9,Standard,2018
Brazil,Electronic Components,Electronics,1408.47,1692.14,20.14,2018-08-03,1842,1190,-27.20145687116381,-12.135257724002855,0.20140294077971135,-0.3539630836047774,-1.7574871659492395,2594401.74,2013646.6,580755.1400000001,1103275.28,1.9,4.1,Potential Section 232/Tech Restrictions,2018
Japan,Coffee,Food,17.58,22.55,28.25,2018-06-25,275,167,12.221735215463902,-32.28891210397096,0.2827076222980662,-0.3927272727272727,-1.3891640753612575,4834.499999999999,3765.85,1068.6499999999992,2435.4,4.2,3.3,Standard,2018
UK,Jeans,Apparel,100.67,119.03,18.24,2018-07-22,1516,923,15.501998979134283,73.62923714582465,0.18237806695142544,-0.39116094986807387,-2.1447806548594226,152615.72,109864.69,42751.03,70584.79,3.0,6.8,Standard,2018
Australia,TV,Electronics,616.63,773.38,25.42,2018-07-10,614,370,4.546442998351907,-40.13319234999118,0.2542043040396997,-0.3973941368078176,-1.5632864215617515,378610.82,286150.6,92460.22000000003,188704.72,1.7,5.6,Potential Section 232/Tech Restrictions,2018
France,Coffee,Food,47.79,56.12,17.44,2018-08-15,1656,1218,9.335565144317748,-87.5245305030312,0.1743042477505754,-0.2644927536231884,-1.5174200114828544,79140.24,68354.16,10786.080000000002,24580.559999999998,2.7,5.2,Standard,2018
Mexico,Laptop,Electronics,1265.68,1354.91,7.05,2018-06-07,1233,778,1.2588385185624986,28.361915433182105,0.07049965236078631,-0.36901865369018655,-5.234332955313182,1560583.4400000002,1054119.98,506463.4600000002,616484.05,1.4,4.6,Potential Section 232/Tech Restrictions,2018
Germany,Tablet,Electronics,1315.85,1490.86,13.3,2018-06-07,617,569,-32.616102670496794,19.00264584284548,0.13300148193183114,-0.07779578606158834,-0.5849242048405292,811879.45,848299.34,-36419.890000000014,71561.28,4.0,5.9,Potential Section 232/Tech Restrictions,2018
Japan,Laptop,Electronics,1250.96,1630.38,30.33,2018-07-09,274,259,12.221735215463902,-32.28891210397096,0.303303063247426,-0.05474452554744526,-0.18049446966114627,342763.04000000004,422268.42000000004,-79505.38,24455.7,4.2,3.3,Potential Section 232/Tech Restrictions,2018
China,Car Parts,Automobiles,26221.12,32755.42,24.92,2018-08-15,978,623,-31.851729923313933,46.25633471413238,0.24919988162214274,-0.36298568507157464,-1.4566045646119659,25644255.36,20406626.66,5237628.699999999,11628174.1,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
India,Smartphone,Electronics,953.48,1068.57,12.07,2018-06-23,1230,656,-28.32847492028605,-2.5918902870641745,0.12070520619205428,-0.4666666666666667,-3.8661685058070523,1172780.4,700981.9199999999,471798.48,613359.1799999999,3.4,4.5,Potential Section 232/Tech Restrictions,2018
USA,Video Game Console,Electronics,730.71,916.53,25.43,2018-08-27,578,529,-38.156818103928615,-6.637310389189423,0.25430061173379304,-0.0847750865051903,-0.33336564126685847,422350.38,484844.37,-62493.98999999999,44909.97,25.4,3.2,Potential Section 232/Tech Restrictions,2018
Australia,TV,Electronics,1025.66,1458.49,42.2,2018-06-10,222,127,4.546442998351907,-40.13319234999118,0.4220014429733049,-0.42792792792792794,-1.0140437551892398,227696.52000000002,185228.23,42468.29000000001,138556.55,1.7,5.6,Potential Section 232/Tech Restrictions,2018
Mexico,TV,Electronics,1148.54,1693.18,47.42,2018-08-04,1205,870,1.2588385185624986,28.361915433182105,0.47420203040381714,-0.27800829875518673,-0.5862655175019867,1383990.7,1473066.6,-89075.90000000014,567215.3,1.4,4.6,Potential Section 232/Tech Restrictions,2018
China,TV,Electronics,155.81,222.22,42.62,2018-08-13,1302,1208,-31.851729923313933,46.25633471413238,0.4262242474809062,-0.07219662058371736,-0.1693864697056016,202864.62,268441.76,-65577.14000000001,20888.68,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
Australia,Electronic Components,Electronics,477.32,540.18,13.17,2018-08-14,992,779,4.546442998351907,-40.13319234999118,0.13169362272689172,-0.21471774193548387,-1.6304338622437995,473501.44,420800.22,52701.22000000003,115058.34,1.7,5.6,Potential Section 232/Tech Restrictions,2018
Japan,Laptop,Electronics,758.01,964.95,27.3,2018-08-24,920,796,12.221735215463902,-32.28891210397096,0.273004313927257,-0.13478260869565217,-0.49370138792592666,697369.2,768100.2000000001,-70731.00000000012,119653.8,4.2,3.3,Potential Section 232/Tech Restrictions,2018
South Korea,Smartphone,Electronics,736.76,1101.24,49.47,2018-08-24,1880,1399,-38.363029924112446,85.55194943822733,0.4947065530159075,-0.25585106382978723,-0.5171774302766518,1385108.8,1540634.76,-155525.95999999996,529696.4400000001,1.6,3.6,Potential Section 232/Tech Restrictions,2018
UK,Smartphone,Electronics,362.62,470.35,29.71,2018-07-07,997,893,15.501998979134283,73.62923714582465,0.297087860570294,-0.10431293881644935,-0.3511181460467916,361532.14,420022.55000000005,-58490.41000000003,48916.4,3.0,6.8,Potential Section 232/Tech Restrictions,2018
Japan,Laptop,Electronics,140.42,173.22,23.36,2018-06-29,1823,1660,12.221735215463902,-32.28891210397096,0.2335849594074919,-0.08941305540318156,-0.3827860134059375,255985.65999999997,287545.2,-31559.540000000037,28234.86,4.2,3.3,Potential Section 232/Tech Restrictions,2018
Japan,Laptop,Electronics,1006.79,1275.7,26.71,2018-07-31,599,422,12.221735215463902,-32.28891210397096,0.2670964153398426,-0.29549248747913187,-1.106313939493195,603067.21,538345.4,64721.80999999994,225798.9,4.2,3.3,Potential Section 232/Tech Restrictions,2018
Germany,Video Game Console,Electronics,366.85,526.25,43.45,2018-07-14,1713,1247,-32.616102670496794,19.00264584284548,0.4345100177184134,-0.2720373613543491,-0.6260784567932434,628414.05,656233.75,-27819.699999999953,245232.5,4.0,5.9,Potential Section 232/Tech Restrictions,2018
USA,Olive Oil,Food,31.1,39.43,26.8,2018-07-13,1230,1037,-38.156818103928615,-6.637310389189423,0.26784565916398706,-0.15691056910569107,-0.585824573731932,38253.0,40888.909999999996,-2635.909999999996,7609.99,25.4,3.2,Standard,2018
UK,Jeans,Apparel,88.93,109.81,23.48,2018-07-11,1625,1158,15.501998979134283,73.62923714582465,0.23479140897334977,-0.2873846153846154,-1.2239997052755678,144511.25,127159.98,17351.270000000004,51281.270000000004,3.0,6.8,Standard,2018
UK,Video Game Console,Electronics,1483.78,2202.52,48.44,2018-07-13,1881,1025,15.501998979134283,73.62923714582465,0.4843979565703811,-0.455077086656034,-0.9394694599416897,2790990.18,2257583.0,533407.1800000002,1885357.1199999999,3.0,6.8,Potential Section 232/Tech Restrictions,2018
Japan,Laptop,Electronics,836.33,1054.86,26.13,2018-07-04,793,618,12.221735215463902,-32.28891210397096,0.26129637822390667,-0.22068095838587642,-0.8445618721770931,663209.6900000001,651903.48,11306.21000000008,184600.49999999997,4.2,3.3,Potential Section 232/Tech Restrictions,2018
UK,Tablet,Electronics,212.44,307.89,44.93,2018-08-02,1886,1402,15.501998979134283,73.62923714582465,0.4493033327057051,-0.256627783669141,-0.5711682175240683,400661.83999999997,431661.77999999997,-30999.940000000002,149018.75999999998,3.0,6.8,Potential Section 232/Tech Restrictions,2018
India,Laptop,Electronics,428.68,596.81,39.22,2018-08-30,1887,1028,-28.32847492028605,-2.5918902870641745,0.39220397499300164,-0.4552199258081611,-1.1606713721253945,808919.16,613520.6799999999,195398.4800000001,512659.79,3.4,4.5,Potential Section 232/Tech Restrictions,2018
Germany,Washing Machine,Appliances,395.4,458.62,15.99,2018-07-23,1259,1015,-32.616102670496794,19.00264584284548,0.15988872028325754,-0.1938046068308181,-1.2121218212734173,497808.6,465499.3,32309.29999999999,111903.28,4.0,5.9,Standard,2018
Germany,Car,Automobiles,26332.21,30400.54,15.45,2018-08-21,620,438,-32.616102670496794,19.00264584284548,0.15450013500575918,-0.29354838709677417,-1.8999879002424935,16325970.2,13315436.52,3010533.6799999997,5532898.28,4.0,5.9,Potential Section 232/Tech Restrictions,2018
Australia,Smartphone,Electronics,1358.47,2030.1,49.44,2018-07-09,1408,1313,4.546442998351907,-40.13319234999118,0.4944017902493245,-0.06747159090909091,-0.13647117029059563,1912725.76,2665521.3,-752795.5399999998,192859.5,1.7,5.6,Potential Section 232/Tech Restrictions,2018
France,Olive Oil,Food,49.97,60.54,21.15,2018-07-08,1532,969,9.335565144317748,-87.5245305030312,0.21152691614968983,-0.3674934725848564,-1.7373366911130816,76554.04,58663.26,17890.77999999999,34084.02,2.7,5.2,Standard,2018
Australia,Video Game Console,Electronics,484.27,616.72,27.35,2018-07-07,1688,1450,4.546442998351907,-40.13319234999118,0.27350444999690265,-0.14099526066350712,-0.5155135891394229,817447.76,894244.0,-76796.23999999999,146779.36000000002,1.7,5.6,Potential Section 232/Tech Restrictions,2018
India,Footwear,Apparel,149.77,213.77,42.73,2018-08-20,298,270,-28.32847492028605,-2.5918902870641745,0.42732189357014083,-0.09395973154362416,-0.21988045302013426,44631.46000000001,57717.9,-13086.439999999995,5985.56,3.4,4.5,Standard,2018
Australia,Smartphone,Electronics,532.51,738.27,38.64,2018-06-23,511,285,4.546442998351907,-40.13319234999118,0.3863964995962517,-0.44227005870841485,-1.144601618209652,272112.61,210406.94999999998,61705.66,166849.02,1.7,5.6,Potential Section 232/Tech Restrictions,2018
South Korea,Furniture,Furniture,1254.57,1589.29,26.68,2018-07-08,1628,1451,-38.363029924112446,85.55194943822733,0.2668005770901584,-0.10872235872235872,-0.4075042112282193,2042439.96,2306059.79,-263619.8300000001,281304.33,1.6,3.6,Standard,2018
China,Jeans,Apparel,150.36,223.33,48.53,2018-08-11,849,459,-31.851729923313933,46.25633471413238,0.4853019420058526,-0.45936395759717313,-0.9465528938510478,127655.64000000001,102508.47,25147.170000000013,87098.70000000001,17.9,2.1,Section 301,2018
UK,Smartphone,Electronics,470.24,628.85,33.73,2018-07-18,321,257,15.501998979134283,73.62923714582465,0.3372958489282069,-0.19937694704049844,-0.5911040639072188,150947.04,161614.45,-10667.410000000003,40246.4,3.0,6.8,Potential Section 232/Tech Restrictions,2018
Japan,Smartphone,Electronics,967.37,1217.82,25.89,2018-08-29,718,568,12.221735215463902,-32.28891210397096,0.25889783640179037,-0.20891364902506965,-0.8069347041620349,694571.66,691721.76,2849.9000000000233,182673.0,4.2,3.3,Potential Section 232/Tech Restrictions,2018
China,Car,Automobiles,6302.42,7719.83,22.49,2018-07-18,1473,1365,-31.851729923313933,46.25633471413238,0.22489932438650548,-0.07331975560081466,-0.32601145335060877,9283464.66,10537567.95,-1254103.289999999,833741.64,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
France,Car Parts,Automobiles,30979.42,38219.31,23.37,2018-07-06,167,135,9.335565144317748,-87.5245305030312,0.23369998534510975,-0.19161676646706588,-0.8199263092982283,5173563.14,5159606.85,13956.290000000037,1223017.92,2.7,5.2,Potential Section 232/Tech Restrictions,2018
Brazil,Jeans,Apparel,86.12,115.42,34.02,2018-06-08,915,571,-27.20145687116381,-12.135257724002855,0.34022294472828607,-0.37595628415300547,-1.105029187414909,78799.8,65904.82,12894.979999999996,39704.48,1.9,4.1,Standard,2018
China,Electronic Components,Electronics,1253.87,1504.77,20.01,2018-06-17,1711,1290,-31.851729923313933,46.25633471413238,0.20010048888640777,-0.24605493863237873,-1.229656858919811,2145371.57,1941153.3,204218.2699999998,633508.17,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
China,Electronic Components,Electronics,1171.22,1704.36,45.52,2018-06-01,667,591,-31.851729923313933,46.25633471413238,0.4552005600997249,-0.11394302848575712,-0.2503139022078413,781203.74,1007276.7599999999,-226073.0199999999,129531.35999999999,17.9,2.1,Section 301 | Potential Section 232/Tech Restrictions,2018
Germany,Car,Automobiles,32947.98,46285.32,40.48,2018-08-15,763,386,-32.616102670496794,19.00264584284548,0.40479993007158543,-0.4941022280471822,-1.2206084817252918,25139308.740000002,17866133.52,7273175.2200000025,17449565.64,4.0,5.9,Potential Section 232/Tech Restrictions,2018
Mexico,Smartphone,Electronics,277.46,365.44,31.71,2018-07-28,1131,678,1.2588385185624986,28.361915433182105,0.3170907518200823,-0.4005305039787798,-1.263141550738261,313807.25999999995,247768.32,66038.93999999994,165544.32,1.4,4.6,Potential Section 232/Tech Restrictions,2018
India,Smartphone,Electronics,1118.14,1676.54,49.94,2018-07-22,973,786,-28.32847492028605,-2.5918902870641745,0.49940079059867265,-0.19218910585817062,-0.38483941050188925,1087950.2200000002,1317760.44,-229810.21999999974,313512.98,3.4,4.5,Potential Section 232/Tech Restrictions,2018
